Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
10.56,1.54,7.500000000000008,836559.4592011101,818609.4620301904,836560.0882371867,818609.4207586534
10.57,1.54,7.500000000000008,836559.4593537557,818609.4677080467,836560.0889785629,818609.4263899683
10.58,1.55,7.510000000000008,836559.459507393,818609.4733858767,836560.0897209226,818609.432021154
10.59,1.57,7.530000000000008,836559.4596630117,818609.4790636522,836560.0904652476,818609.437652081
10.6,1.6,7.560000000000008,836559.4598216035,818609.4847413449,836560.0912125215,818609.4432826163
10.62,1.61,7.570000000000008,836559.4601407704,818609.4960966759,836560.0927090346,818609.4545434284
10.62,1.61,7.570000000000008,836559.4603003539,818609.5017743424,836560.09345729,818609.4601738345
10.63,1.6,7.560000000000008,836559.4604589457,818609.5074520351,836560.0942045639,818609.4658043698
10.64,1.6,7.560000000000008,836559.4606175375,818609.5131297278,836560.0949518378,818609.471434905
10.65,1.59,7.550000000000008,836559.4607751395,818609.5188074488,836560.095698128,818609.4770655716
10.66,1.59,7.550000000000008,836559.4609327416,818609.5244851697,836560.0964444183,818609.4826962382
10.68,1.59,7.550000000000008,836559.4612479438,818609.5358406117,836560.0979369987,818609.4939575713
10.68,1.59,7.550000000000008,836559.4614055459,818609.5415183327,836560.098683289,818609.4995882378
10.7,1.58,7.540000000000008,836559.4617187667,818609.5528738293,836560.1001739043,818609.5108498316
10.7,1.56,7.520000000000008,836559.4618733957,818609.558551633,836560.1009172477,818609.516480888
10.71,1.54,7.500000000000008,836559.4620260414,818609.5642294893,836560.1016586239,818609.5221122028
10.72,1.53,7.490000000000008,836559.4621776972,818609.5699073719,836560.1023990185,818609.5277436471
10.73,1.51,7.470000000000008,836559.4623273717,818609.575585307,836560.1031374458,818609.5333753498
10.74,1.51,7.470000000000008,836559.4624770463,818609.581263242,836560.103875873,818609.5390070525
10.76,1.51,7.470000000000008,836559.4627763933,818609.5926191142,836560.1053527297,818609.5502704579
10.76,1.51,7.470000000000008,836559.4629260678,818609.5982970493,836560.1060911571,818609.5559021606
10.78,1.52,7.480000000000008,836559.4632273962,818609.609652869,836560.1075699789,818609.5671653096
10.78,1.53,7.490000000000008,836559.4633790521,818609.6153307515,836560.1083103735,818609.5727967537
10.79,1.54,7.500000000000008,836559.4635316978,818609.6210086079,836560.1090517496,818609.5784280687
10.8,1.54,7.500000000000008,836559.4636843434,818609.6266864642,836560.1097931258,818609.5840593836
10.81,1.52,7.480000000000008,836559.4638350075,818609.6323643731,836560.1105325368,818609.589690957
10.82,1.51,7.470000000000008,836559.4639846821,818609.6380423082,836560.111270964,818609.5953226597
10.83,1.5,7.460000000000008,836559.4641333648,818609.6437202694,836560.1120084098,818609.6009544916
10.84,1.48,7.440000000000008,836559.4642800663,818609.6493982833,836560.1127438882,818609.6065865802
10.85,1.47,7.430000000000008,836559.464425776,818609.6550763214,836560.113478385,818609.6122187979
10.86,1.44,7.400000000000008,836559.4645685127,818609.6607544363,836560.1142099331,818609.6178513995
10.87,1.43,7.390000000000008,836559.4647102576,818609.6664325753,836560.1149404974,818609.6234841282
10.88,1.41,7.370000000000008,836559.4648500212,818609.6721107629,836560.1156690946,818609.6291171114
10.89,1.4,7.360000000000008,836559.464988793,818609.6777889746,836560.1163967102,818609.634750222
10.9,1.39,7.350000000000008,836559.4651265752,818609.6834672107,836560.117123342,818609.6403834596
10.91,1.38,7.340000000000008,836559.4652633657,818609.689145471,836560.1178489903,818609.6460168246
10.92,1.37,7.330000000000008,836559.4653991644,818609.6948237554,836560.1185736549,818609.6516503148
10.94,1.36,7.320000000000008,836559.4656687805,818609.7061803709,836560.120021019,818609.6629175497
10.94,1.35,7.310000000000008,836559.4658025979,818609.7118587019,836560.1207437185,818609.6685512924
10.96,1.35,7.310000000000008,836559.4660702327,818609.7232153658,836560.1221891153,818609.6798187798
10.96,1.34,7.300000000000008,836559.4662030583,818609.728893721,836560.122910831,818609.6854526497
10.98,1.34,7.300000000000008,836559.4664687116,818609.7402504314,836560.1243542626,818609.6967203874
10.98,1.35,7.310000000000008,836559.466602529,818609.7459287624,836560.125076962,818609.7023541302
10.99,1.35,7.310000000000008,836559.4667363464,818609.7516070933,836560.1257996615,818609.7079878729
11.0,1.36,7.320000000000008,836559.4668711554,818609.757285402,836560.1265233426,818609.7136214903
11.01,1.39,7.350000000000008,836559.4670089376,818609.7629636381,836560.1272499744,818609.719254728
11.02,1.4,7.360000000000008,836559.4671477095,818609.7686418499,836560.12797759,818609.7248878385
11.03,1.41,7.370000000000008,836559.467287473,818609.7743200375,836560.128706187,818609.7305208218
11.04,1.4,7.360000000000008,836559.4674262449,818609.7799982493,836560.1294338026,818609.7361539323
11.05,1.4,7.360000000000008,836559.4675650167,818609.785676461,836560.1301614181,818609.7417870427
11.06,1.4,7.360000000000008,836559.4677037885,818609.7913546728,836560.1308890337,818609.7474201532
11.07,1.42,7.380000000000008,836559.4678445437,818609.7970328361,836560.1316186144,818609.7530530092
11.08,1.43,7.390000000000008,836559.4679862887,818609.8027109752,836560.1323491788,818609.758685738
11.09,1.44,7.400000000000008,836559.4681290254,818609.80838909,836560.1330807267,818609.7643183394
11.1,1.44,7.400000000000008,836559.468271762,818609.8140672048,836560.1338122748,818609.769950941
11.12,1.44,7.400000000000008,836559.4685572353,818609.8254234325,836560.1352753688,818609.781216144
11.12,1.44,7.400000000000008,836559.4686999719,818609.8311015473,836560.1360069168,818609.7868487455
11.13,1.44,7.400000000000008,836559.4688427086,818609.8367796622,836560.1367384648,818609.792481347
11.14,1.44,7.400000000000008,836559.4689854452,818609.842457777,836560.1374700128,818609.7981139485
11.15,1.44,7.400000000000008,836559.4691281818,818609.848135892,836560.1382015608,818609.80374655
11.16,1.44,7.400000000000008,836559.4692709185,818609.8538140068,836560.1389331088,818609.8093791516
11.17,1.43,7.390000000000008,836559.4694126635,818609.8594921458,836560.1396636731,818609.8150118802
11.18,1.42,7.380000000000008,836559.4695534187,818609.8651703091,836560.1403932539,818609.8206447363
11.19,1.41,7.370000000000008,836559.4696931823,818609.8708484967,836560.141121851,818609.8262777195
11.2,1.39,7.350000000000008,836559.4698309643,818609.8765267327,836560.1418484829,818609.8319109572
11.21,1.39,7.350000000000008,836559.4699687465,818609.8822049687,836560.1425751148,818609.837544195
11.22,1.39,7.350000000000008,836559.4701065287,818609.8878832047,836560.1433017467,818609.8431774327
11.23,1.39,7.350000000000008,836559.4702443109,818609.8935614408,836560.1440283787,818609.8488106704
11.24,1.4,7.360000000000008,836559.4703830827,818609.8992396526,836560.1447559942,818609.854443781
11.25,1.42,7.380000000000008,836559.470523838,818609.9049178159,836560.145485575,818609.8600766369
11.26,1.43,7.390000000000008,836559.4706655829,818609.910595955,836560.1462161393,818609.8657093657
11.28,1.43,7.390000000000008,836559.4709490748,818609.9219522332,836560.147677268,818609.8769748232
11.28,1.43,7.390000000000008,836559.4710908197,818609.9276303722,836560.1484078324,818609.8826075519
11.3,1.43,7.390000000000008,836559.4713743116,818609.9389866504,836560.1498689612,818609.8938730094
11.3,1.41,7.370000000000008,836559.4715140752,818609.9446648379,836560.1505975584,818609.8995059927
11.32,1.39,7.350000000000008,836559.4717896375,818609.956021312,836560.1520508222,818609.9107724681
11.32,1.36,7.320000000000008,836559.4719244465,818609.9616996207,836560.1527745031,818609.9164060856
11.33,1.29,7.250000000000008,836559.4720523177,818609.9673780891,836560.1534913008,818609.9220405816
11.34,1.26,7.220000000000008,836559.4721772159,818609.9730566241,836560.1542051496,818609.9276754534
11.36,1.24,7.200000000000008,836559.4724230472,818609.9844137807,836560.1556289127,818609.9389456937
11.36,1.24,7.200000000000008,836559.472545962,818609.9900923581,836560.1563407943,818609.9445808138
11.38,1.25,7.210000000000008,836559.4727937747,818610.0014494704,836560.1577665247,818609.9558508056
11.38,1.27,7.230000000000008,836559.4729196625,818610.0071279831,836560.1584813572,818609.9614855521
11.39,1.27,7.230000000000008,836559.4730455503,818610.0128064959,836560.1591961896,818609.9671202987
11.4,1.28,7.240000000000008,836559.4731724297,818610.0184849864,836560.1599120056,818609.9727549199
11.42,1.27,7.230000000000008,836559.4734242073,818610.0298420119,836560.1613416686,818609.9840244129
11.42,1.26,7.220000000000008,836559.4735491055,818610.0355205468,836560.1620555174,818609.9896592846
11.44,1.25,7.210000000000008,836559.4737969182,818610.0468776592,836560.1634812477,818610.0009292765
11.44,1.25,7.210000000000008,836559.4739208246,818610.0525562164,836560.164194113,818610.0065642735
11.45,1.25,7.210000000000008,836559.474044731,818610.0582347736,836560.1649069781,818610.0121992704
11.46,1.27,7.230000000000008,836559.4741706188,818610.0639132863,836560.1656218106,818610.0178340169
11.47,1.29,7.250000000000008,836559.47429849,818610.0695917546,836560.1663386083,818610.0234685129
11.48,1.32,7.280000000000008,836559.4744293342,818610.0752701563,836560.1670583568,818610.0291026332
11.49,1.33,7.290000000000008,836559.4745611702,818610.0809485336,836560.1677790891,818610.0347366284
11.5,1.33,7.619999999999992,836559.4746930061,818610.0866269111,836560.1685322586,818610.040366378
11.52,1.32,7.609999999999992,836559.4749546947,818610.0979837123,836560.1700366325,818610.0516261419
11.52,1.32,7.609999999999992,836559.475085539,818610.103662114,836560.1707888184,818610.0572560247
11.53,1.31,7.599999999999992,836559.4752153916,818610.1093405378,836560.1715400227,818610.0628860369
11.54,1.31,7.599999999999992,836559.4753452442,818610.1150189617,836560.172291227,818610.0685160491
11.55,1.3,7.589999999999992,836559.4754741071,818610.1206974078,836560.1730414478,818610.0741461925
11.56,1.3,7.589999999999992,836559.4756029699,818610.1263758539,836560.1737916685,818610.079776336
11.57,1.29,7.579999999999992,836559.4757308412,818610.1320543222,836560.1745409076,818610.0854066107
11.58,1.28,7.569999999999992,836559.4758577206,818610.1377328127,836560.1752891631,818610.0910370167
11.6,1.27,7.559999999999992,836559.4761094982,818610.1490898381,836560.1767837108,818610.1022980893
11.6,1.27,7.559999999999992,836559.476235386,818610.1547683509,836560.1775309847,818610.1079286246
11.61,1.27,7.559999999999992,836559.4763612738,818610.1604468636,836560.1782782585,818610.1135591599
11.62,1.27,7.559999999999992,836559.4764871615,818610.1661253764,836560.1790255324,818610.1191896952
11.63,1.27,7.559999999999992,836559.4766130493,818610.1718038891,836560.1797728064,818610.1248202305
11.64,1.28,7.569999999999992,836559.4767399288,818610.1774823796,836560.1805210619,818610.1304506365
11.65,1.29,7.579999999999992,836559.4768678,818610.1831608479,836560.1812703009,818610.1360809113
11.66,1.3,7.589999999999992,836559.4769966628,818610.188839294,836560.1820205216,818610.1417110547
11.68,1.31,7.599999999999992,836559.477256368,818610.2001961417,836560.1835229303,818610.1529710811
11.68,1.32,7.609999999999992,836559.4773872122,818610.2058745434,836560.1842751162,818610.158600964
11.69,1.31,7.599999999999992,836559.4775170649,818610.2115529672,836560.1850263206,818610.1642309761
11.7,1.31,7.599999999999992,836559.4776469175,818610.2172313911,836560.185777525,818610.1698609883
11.71,1.31,7.599999999999992,836559.47777677,818610.222909815,836560.1865287293,818610.1754910005
11.72,1.3,7.589999999999992,836559.4779056329,818610.2285882611,836560.18727895,818610.181121144
11.73,1.3,7.589999999999992,836559.4780344957,818610.2342667071,836560.1880291706,818610.1867512874
11.74,1.29,7.579999999999992,836559.4781623669,818610.2399451755,836560.1887784097,818610.1923815622
11.76,1.29,7.579999999999992,836559.4784181094,818610.251302112,836560.190276888,818610.2036421116
11.76,1.3,7.589999999999992,836559.4785469722,818610.2569805582,836560.1910271087,818610.2092722551
11.78,1.31,7.599999999999992,836559.4788066774,818610.2683374059,836560.1925295173,818610.2205322814
11.78,1.33,7.619999999999992,836559.4789385133,818610.2740157832,836560.1932826869,818610.2261620311
11.79,1.35,7.639999999999992,836559.4790723308,818610.2796941142,836560.1940378217,818610.231791518
11.8,1.36,7.649999999999992,836559.4792071398,818610.285372423,836560.1947939381,818610.2374208738
11.81,1.36,7.649999999999992,836559.4793419489,818610.2910507317,836560.1955500545,818610.2430502296
11.82,1.35,7.639999999999992,836559.4794757662,818610.2967290627,836560.1963051893,818610.2486797166
11.83,1.34,7.629999999999992,836559.4796085919,818610.3024074179,836560.1970593404,818610.2543093349
11.84,1.34,7.629999999999992,836559.4797414176,818610.308085773,836560.1978134917,818610.2599389532
11.85,1.35,7.639999999999992,836559.4798752349,818610.313764104,836560.1985686264,818610.2655684403
11.86,1.36,7.649999999999992,836559.480010044,818610.3194424127,836560.1993247429,818610.271197796
11.87,1.37,7.659999999999992,836559.4801458428,818610.3251206973,836560.2000818428,818610.2768270185
11.88,1.38,7.669999999999992,836559.4802826332,818610.3307989575,836560.2008399245,818610.2824561096
11.89,1.38,7.669999999999992,836559.4804194237,818610.3364772177,836560.2015980061,818610.2880852008
11.9,1.39,7.679999999999992,836559.4805572059,818610.3421554539,836560.2023570713,818610.2937141586
11.91,1.39,7.679999999999992,836559.4806949879,818610.3478336899,836560.2031161366,818610.2993431165
11.92,1.39,7.679999999999992,836559.4808327701,818610.3535119259,836560.2038752019,818610.3049720743
11.93,1.4,7.689999999999992,836559.480971542,818610.3591901377,836560.2046352488,818610.3106009009
11.94,1.41,7.699999999999992,836559.4811113055,818610.3648683252,836560.2053962771,818610.3162295942
11.95,1.43,7.719999999999992,836559.4812530505,818610.3705464643,836560.2061592708,818610.3218580208
11.96,1.43,7.719999999999992,836559.4813947954,818610.3762246034,836560.2069222645,818610.3274864475
11.97,1.43,7.719999999999992,836559.4815365403,818610.3819027424,836560.2076852582,818610.3331148742
11.98,1.42,7.709999999999992,836559.4816772956,818610.3875809058,836560.2084472703,818610.338743434
11.99,1.41,7.699999999999992,836559.4818170591,818610.3932590933,836560.2092082988,818610.3443721273
12.0,1.39,7.679999999999992,836559.4819548413,818610.3989373293,836560.2099673641,818610.3500010852
12.01,1.39,7.679999999999992,836559.4820926235,818610.4046155654,836560.2107264294,818610.3556300431
12.02,1.4,7.689999999999992,836559.4822313953,818610.4102937771,836560.2114864761,818610.3612588696
12.03,1.4,7.689999999999992,836559.4823701672,818610.4159719889,836560.212246523,818610.3668876962
12.04,1.4,7.689999999999992,836559.482508939,818610.4216502007,836560.2130065699,818610.3725165228
12.05,1.39,7.679999999999992,836559.4826467212,818610.4273284368,836560.2137656352,818610.3781454806
12.06,1.38,7.669999999999992,836559.4827835116,818610.4330066971,836560.2145237167,818610.3837745718
12.07,1.37,7.659999999999992,836559.4829193103,818610.4386849815,836560.2152808168,818610.3894037942
12.08,1.37,7.659999999999992,836559.4830551092,818610.444363266,836560.2160379168,818610.3950330167
12.09,1.38,7.669999999999992,836559.4831918996,818610.4500415263,836560.2167959984,818610.4006621079
12.1,1.39,7.679999999999992,836559.4833296818,818610.4557197624,836560.2175550637,818610.4062910657
12.11,1.43,7.719999999999992,836559.4834714266,818610.4613979014,836560.2183180574,818610.4119194924
12.12,1.45,7.739999999999992,836559.483615155,818610.46707599,836560.2190830163,818610.4175476524
12.13,1.47,7.759999999999992,836559.4837608647,818610.472754028,836560.2198499404,818610.4231755459
12.14,1.49,7.779999999999992,836559.4839085559,818610.4784320157,836560.2206188277,818610.4288031707
12.15,1.51,7.799999999999992,836559.4840582304,818610.4841099508,836560.2213896804,818610.4344305268
12.16,1.52,7.809999999999992,836559.4842088947,818610.4897878596,836560.2221615146,818610.4400577497
12.17,1.51,7.799999999999992,836559.4843585691,818610.4954657947,836560.2229323671,818610.4456851059
