Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
173.52,27.43,27.43,836546.5618552418,818683.9250137741,836546.5618552418,818683.9250137741
173.53,27.39,27.39,836546.5644682534,818683.9300569401,836546.5644682534,818683.9300569401
173.54,27.33,27.33,836546.5670759834,818683.9351028389,836546.5670759834,818683.9351028389
173.55,27.32,27.32,836546.5696828327,818683.9401491941,836546.5696828327,818683.9401491941
173.56,27.32,27.32,836546.572289682,818683.9451955494,836546.572289682,818683.9451955494
173.57,27.34,27.34,836546.5748982925,818683.9502409936,836546.5748982925,818683.9502409936
173.58,27.36,27.36,836546.5775086643,818683.9552855272,836546.5775086643,818683.9552855272
173.59,27.42,27.42,836546.5801243179,818683.9603273238,836546.5801243179,818683.9603273238
173.6,27.45,27.45,836546.5827426092,818683.965367751,836546.5827426092,818683.965367751
173.61,27.46,27.46,836546.5853617811,818683.9704077197,836546.5853617811,818683.9704077197
173.62,27.48,27.48,836546.5879827122,818683.9754467756,836546.5879827122,818683.9754467756
173.63,27.5,27.5,836546.5906054025,818683.9804849165,836546.5906054025,818683.9804849165
173.64,27.54,27.54,836546.5932316092,818683.9855212234,836546.5932316092,818683.9855212234
173.65,27.57,27.57,836546.5958604517,818683.9905561549,836546.5958604517,818683.9905561549
173.66,27.59,27.59,836546.5984910515,818683.9955901693,836546.5984910515,818683.9955901693
173.67,27.61,27.61,836546.6011234084,818684.0006232648,836546.6011234084,818684.0006232648
173.68,27.61,27.61,836546.6037557652,818684.0056563603,836546.6037557652,818684.0056563603
173.69,27.6,27.6,836546.6063872436,818684.0106899143,836546.6063872436,818684.0106899143
173.7,27.58,27.58,836546.6090169647,818684.0157243873,836546.6090169647,818684.0157243873
173.71,27.57,27.57,836546.6116458073,818684.0207593187,836546.6116458073,818684.0207593187
173.72,27.58,27.58,836546.6142755284,818684.0257937917,836546.6142755284,818684.0257937917
173.73,27.58,27.58,836546.6169052495,818684.0308282647,836546.6169052495,818684.0308282647
173.74,27.58,27.58,836546.6195349706,818684.0358627377,836546.6195349706,818684.0358627377
173.75,27.59,27.59,836546.6221655704,818684.0408967522,836546.6221655704,818684.0408967522
173.76,27.59,27.59,836546.62479617,818684.0459307666,836546.62479617,818684.0459307666
173.77,27.58,27.58,836546.6274258911,818684.0509652396,836546.6274258911,818684.0509652396
173.78,27.59,27.59,836546.6300564909,818684.0559992541,836546.6300564909,818684.0559992541
173.79,27.6,27.6,836546.6326879692,818684.0610328082,836546.6326879692,818684.0610328082
173.8,27.65,27.65,836546.6353238405,818684.0660640657,836546.6353238405,818684.0660640657
173.81,27.68,27.68,836546.6379623456,818684.0710939416,836546.6379623456,818684.0710939416
173.82,27.71,27.71,836546.6406034824,818684.0761224361,836546.6406034824,818684.0761224361
173.83,27.72,27.72,836546.6432454978,818684.0811504681,836546.6432454978,818684.0811504681
173.84,27.72,27.72,836546.6458875132,818684.0861785,836546.6458875132,818684.0861785
173.85,27.7,27.7,836546.6485277734,818684.091207455,836546.6485277734,818684.091207455
173.86,27.69,27.69,836546.6511671551,818684.0962368705,836546.6511671551,818684.0962368705
173.87,27.67,27.67,836546.6538047816,818684.101267207,836546.6538047816,818684.101267207
173.88,27.68,27.68,836546.6564432867,818684.106297083,836546.6564432867,818684.106297083
173.89,27.69,27.69,836546.6590826683,818684.1113264984,836546.6590826683,818684.1113264984
173.9,27.72,27.72,836546.6617246837,818684.1163545304,836546.6617246837,818684.1163545304
173.91,27.74,27.74,836546.6643684544,818684.1213816394,836546.6643684544,818684.1213816394
173.92,27.75,27.75,836546.6670131015,818684.1264082878,836546.6670131015,818684.1264082878
173.93,27.75,27.75,836546.6696577487,818684.1314349362,836546.6696577487,818684.1314349362
173.94,27.75,27.75,836546.6723023958,818684.1364615846,836546.6723023958,818684.1364615846
173.95,27.75,27.75,836546.674947043,818684.141488233,836546.674947043,818684.141488233
173.96,27.73,27.73,836546.677589935,818684.1465158045,836546.677589935,818684.1465158045
173.97,27.72,27.72,836546.6802319504,818684.1515438365,836546.6802319504,818684.1515438365
173.98,27.7,27.7,836546.6828722106,818684.1565727914,836546.6828722106,818684.1565727914
173.99,27.68,27.68,836546.6855107157,818684.1616026674,836546.6855107157,818684.1616026674
174.0,27.67,27.67,836546.6881483422,818684.1666330039,836546.6881483422,818684.1666330039
174.01,27.65,27.65,836546.6907842135,818684.1716642614,836546.6907842135,818684.1716642614
174.02,27.64,27.64,836546.6934192062,818684.1766959775,836546.6934192062,818684.1766959775
174.03,27.64,27.64,836546.6960541989,818684.1817276934,836546.6960541989,818684.1817276934
174.04,27.63,27.63,836546.698688313,818684.1867598699,836546.698688313,818684.1867598699
174.05,27.62,27.62,836546.7013215485,818684.191792505,836546.7013215485,818684.191792505
174.06,27.57,27.57,836546.703950391,818684.1968274364,836546.703950391,818684.1968274364
174.07,27.54,27.54,836546.7065765978,818684.2018637434,836546.7065765978,818684.2018637434
174.08,27.51,27.51,836546.7092001666,818684.2069014257,836546.7092001666,818684.2069014257
174.09,27.5,27.5,836546.711822857,818684.2119395665,836546.711822857,818684.2119395665
174.11,27.5,27.5,836546.7170682356,818684.2220158463,836546.7170682356,818684.2220158463
174.11,27.5,27.5,836546.719690926,818684.2270539871,836546.719690926,818684.2270539871
174.12,27.51,27.51,836546.7223144949,818684.2320916696,836546.7223144949,818684.2320916696
174.13,27.51,27.51,836546.7249380638,818684.2371293519,836546.7249380638,818684.2371293519
174.14,27.52,27.52,836546.7275625113,818684.2421665759,836546.7275625113,818684.2421665759
174.15,27.52,27.52,836546.7301869589,818684.2472037997,836546.7301869589,818684.2472037997
174.16,27.53,27.53,836546.732812287,818684.2522405651,836546.732812287,818684.2522405651
174.17,27.53,27.53,836546.7354376151,818684.2572773305,836546.7354376151,818684.2572773305
174.18,27.52,27.52,836546.7380620626,818684.2623145544,836546.7380620626,818684.2623145544
174.19,27.49,27.49,836546.7406838724,818684.2673531517,836546.7406838724,818684.2673531517
174.2,27.46,27.46,836546.7433030442,818684.2723931205,836546.7433030442,818684.2723931205
174.21,27.44,27.44,836546.745920457,818684.2774340042,836546.745920457,818684.2774340042
174.22,27.39,27.39,836546.7485334686,818684.2824771702,836546.7485334686,818684.2824771702
174.23,27.36,27.36,836546.7511438404,818684.2875217036,836546.7511438404,818684.2875217036
174.24,27.34,27.34,836546.7537524509,818684.292567148,836546.7537524509,818684.292567148
174.25,27.32,27.32,836546.7563593002,818684.2976135032,836546.7563593002,818684.2976135032
174.26,27.3,27.3,836546.7589643884,818684.3026607673,836546.7589643884,818684.3026607673
174.27,27.26,27.26,836546.761565952,818684.3077098493,836546.761565952,818684.3077098493
174.28,27.24,27.24,836546.7641657523,818684.3127598381,836546.7641657523,818684.3127598381
174.29,27.22,27.22,836546.7667637895,818684.3178107338,836546.7667637895,818684.3178107338
174.3,27.19,27.19,836546.7693591827,818684.3228629908,836546.7693591827,818684.3228629908
174.31,27.16,27.16,836546.77195193,818684.327916605,836546.77195193,818684.327916605
174.32,27.09,27.09,836546.7745385009,818684.3329733843,836546.7745385009,818684.3329733843
174.33,27.06,27.06,836546.7771224239,818684.3380315168,836546.7771224239,818684.3380315168
174.34,27.03,27.03,836546.779703697,818684.3430910005,836546.779703697,818684.3430910005
174.35,27.02,27.02,836546.7822840874,818684.3481509346,836546.7822840874,818684.3481509346
174.36,27.03,27.03,836546.7848653605,818684.3532104183,836546.7848653605,818684.3532104183
174.37,27.08,27.08,836546.7874510487,818684.3582676479,836546.7874510487,818684.3582676479
174.38,27.1,27.1,836546.7900385023,818684.3633239747,836546.7900385023,818684.3633239747
174.39,27.13,27.13,836546.7926286017,818684.3683789462,836546.7926286017,818684.3683789462
174.4,27.15,27.15,836546.7952204664,818684.373433013,836546.7952204664,818684.373433013
174.41,27.16,27.16,836546.7978132138,818684.3784866272,836546.7978132138,818684.3784866272
174.42,27.16,27.16,836546.8004059611,818684.3835402415,836546.8004059611,818684.3835402415
174.44,27.16,27.16,836546.8055914538,818684.39364747,836546.8055914538,818684.39364747
174.44,27.15,27.15,836546.8081833185,818684.3987015367,836546.8081833185,818684.3987015367
174.45,27.15,27.15,836546.8107751831,818684.4037556035,836546.8107751831,818684.4037556035
174.47,27.15,27.15,836546.8159589126,818684.4138637368,836546.8159589126,818684.4138637368
174.47,27.14,27.14,836546.8185498946,818684.418918256,836546.8185498946,818684.418918256
174.48,27.12,27.12,836546.8211391135,818684.4239736799,836546.8211391135,818684.4239736799
174.49,27.11,27.11,836546.8237274496,818684.4290295544,836546.8237274496,818684.4290295544
174.5,27.1,27.1,836546.8263149032,818684.4340858811,836546.8263149032,818684.4340858811
174.51,27.1,27.1,836546.8289023568,818684.439142208,836546.8289023568,818684.439142208
174.52,27.09,27.09,836546.8314889277,818684.4441989872,836546.8314889277,818684.4441989872
174.53,27.07,27.07,836546.8340737333,818684.4492566673,836546.8340737333,818684.4492566673
174.54,27.05,27.05,836546.8366567737,818684.4543152502,836546.8366567737,818684.4543152502
174.55,27.02,27.02,836546.8392371641,818684.4593751843,836546.8392371641,818684.4593751843
174.56,27.0,27.0,836546.8418157892,818684.4644360192,836546.8418157892,818684.4644360192
174.57,26.97,26.97,836546.8443917625,818684.4694982033,836546.8443917625,818684.4694982033
174.58,26.94,26.94,836546.8469650857,818684.4745617366,836546.8469650857,818684.4745617366
174.59,26.92,26.92,836546.8495366417,818684.4796261668,836546.8495366417,818684.4796261668
174.6,26.92,26.92,836546.8521081978,818684.4846905968,836546.8521081978,818684.4846905968
174.61,26.91,26.91,836546.854678869,818684.4897554753,836546.854678869,818684.4897554753
174.62,26.89,26.89,836546.8572477731,818684.4948212525,836546.8572477731,818684.4948212525
174.63,26.82,26.82,836546.8598104866,818684.4998901645,836546.8598104866,818684.4998901645
174.64,26.77,26.77,836546.8623687747,818684.5049613103,836546.8623687747,818684.5049613103
174.65,26.72,26.72,836546.8649226356,818684.510034686,836546.8649226356,818684.510034686
174.66,26.66,26.66,836546.8674711825,818684.5151107337,836546.8674711825,818684.5151107337
174.67,26.62,26.62,836546.8700161846,818684.520188559,836546.8700161846,818684.520188559
174.68,26.56,26.56,836546.8725558687,818684.5252690461,836546.8725558687,818684.5252690461
174.69,26.55,26.55,836546.8750946663,818684.5303499777,836546.8750946663,818684.5303499777
174.7,26.55,26.55,836546.8776334637,818684.5354309093,836546.8776334637,818684.5354309093
174.71,26.57,26.57,836546.8801740345,818684.5405109541,836546.8801740345,818684.5405109541
174.72,26.6,26.6,836546.8827172653,818684.545589668,836546.8827172653,818684.545589668
174.73,26.65,26.65,836546.8852649275,818684.5506661601,836546.8852649275,818684.5506661601
174.74,26.74,26.74,836546.8878205597,818684.555738645,836546.8878205597,818684.555738645
174.75,26.79,26.79,836546.8903806171,818684.5608088981,836546.8903806171,818684.5608088981
174.76,26.82,26.82,836546.8929433307,818684.5658778101,836546.8929433307,818684.5658778101
174.77,26.85,26.85,836546.8955086961,818684.5709453789,836546.8955086961,818684.5709453789
174.78,26.88,26.88,836546.8980767154,818684.5760116045,836546.8980767154,818684.5760116045
174.79,26.92,26.92,836546.9006482714,818684.5810760347,836546.9006482714,818684.5810760347
174.8,26.94,26.94,836546.9032215948,818684.586139568,836546.9032215948,818684.586139568
174.81,26.97,26.97,836546.9057975679,818684.5912017521,836546.9057975679,818684.5912017521
174.82,27.0,27.0,836546.9083761931,818684.596262587,836546.9083761931,818684.596262587
174.83,27.02,27.02,836546.9109565836,818684.6013225211,836546.9109565836,818684.6013225211
174.84,27.04,27.04,836546.9135387413,818684.6063815544,836546.9135387413,818684.6063815544
174.85,27.03,27.03,836546.9161200143,818684.6114410381,836546.9161200143,818684.6114410381
174.86,26.99,26.99,836546.9186977549,818684.6165023234,836546.9186977549,818684.6165023234
174.87,26.95,26.95,836546.9212719607,818684.6215654063,836546.9212719607,818684.6215654063
174.88,26.91,26.91,836546.9238426321,818684.6266302848,836546.9238426321,818684.6266302848
174.89,26.85,26.85,836546.9264079975,818684.6316978537,836546.9264079975,818684.6316978537
174.9,26.83,26.83,836546.9289715956,818684.6367663173,836546.9289715956,818684.6367663173
174.91,26.81,26.81,836546.9315334224,818684.6418356756,836546.9315334224,818684.6418356756
174.92,26.79,26.79,836546.9340934799,818684.6469059286,836546.9340934799,818684.6469059286
174.93,26.74,26.74,836546.936649112,818684.6519784136,836546.936649112,818684.6519784136
174.94,26.63,26.63,836546.9391950009,818684.6570557944,836546.9391950009,818684.6570557944
174.95,26.58,26.58,836546.9417364585,818684.6621353949,836546.9417364585,818684.6621353949
174.96,26.53,26.53,836546.9442734825,818684.6672172111,836546.9442734825,818684.6672172111
174.97,26.48,26.48,836546.9468060712,818684.672301241,836546.9468060712,818684.672301241
174.98,26.43,26.43,836546.9493342225,818684.6773874785,836546.9493342225,818684.6773874785
174.99,26.37,26.37,836546.9518570456,818684.6824763599,836546.9518570456,818684.6824763599
175.0,26.23,26.23,836546.954367427,818684.6875713913,836546.954367427,818684.6875713913
175.01,26.16,26.16,836546.9568715815,818684.6926694869,836546.9568715815,818684.6926694869
175.02,26.1,26.1,836546.9593703958,818684.6977702,836546.9593703958,818684.6977702
175.03,26.05,26.05,836546.9618647585,818684.7028730925,836546.9618647585,818684.7028730925
175.04,26.02,26.02,836546.964356449,818684.7079772897,836546.964356449,818684.7079772897
175.05,25.99,25.99,836546.9668454654,818684.7130827917,836546.9668454654,818684.7130827917
175.06,25.98,25.98,836546.969333591,818684.7181887279,836546.969333591,818684.7181887279
175.07,25.98,25.98,836546.9718217166,818684.723294664,836546.9718217166,818684.723294664
175.08,25.97,25.97,836546.9743089515,818684.7284010346,836546.9743089515,818684.7284010346
175.09,25.96,25.96,836546.9767952937,818684.7335078393,836546.9767952937,818684.7335078393
175.1,25.94,25.94,836546.9792798546,818684.7386155105,836546.9792798546,818684.7386155105
175.11,25.94,25.94,836546.9817644153,818684.7437231817,836546.9817644153,818684.7437231817
175.12,25.95,25.95,836546.9842498668,818684.7488304207,836546.9842498668,818684.7488304207
175.13,25.96,25.96,836546.986736209,818684.7539372254,836546.986736209,818684.7539372254
175.14,25.98,25.98,836546.9892243346,818684.7590431616,836546.9892243346,818684.7590431616
175.15,26.05,26.05,836546.9917186974,818684.764146054,836546.9917186974,818684.764146054
175.16,26.09,26.09,836546.9942166208,818684.7692472035,836546.9942166208,818684.7692472035
175.17,26.15,26.15,836546.9967198846,818684.7743457352,836546.9967198846,818684.7743457352
175.18,26.2,26.2,836546.9992275978,818684.7794420796,836546.9992275978,818684.7794420796
175.19,26.26,26.26,836547.0017406454,818684.7845357963,836547.0017406454,818684.7845357963
175.2,26.36,26.36,836547.0042625798,818684.7896251179,836547.0042625798,818684.7896251179
175.21,26.41,26.41,836547.0067889538,818684.794712238,836547.0067889538,818684.794712238
175.22,26.47,26.47,836547.0093206537,818684.7997967083,836547.0093206537,818684.7997967083
175.23,26.54,26.54,836547.0118585646,818684.8048780821,836547.0118585646,818684.8048780821
175.24,26.61,26.61,836547.0144026821,818684.8099563516,836547.0144026821,818684.8099563516
175.25,26.69,26.69,836547.016953887,818684.8150310643,836547.016953887,818684.8150310643
175.26,26.84,26.84,836547.0195183677,818684.8200990815,836547.0195183677,818684.8200990815
175.27,26.92,26.92,836547.0220899236,818684.8251635117,836547.0220899236,818684.8251635117
175.28,26.99,26.99,836547.0246676642,818684.830224797,836547.0246676642,818684.830224797
175.29,27.08,27.08,836547.0272533525,818684.8352820267,836547.0272533525,818684.8352820267
175.3,27.17,27.17,836547.0298469804,818684.8403351884,836547.0298469804,818684.8403351884
175.31,27.37,27.37,836547.0324582328,818684.8453792654,836547.0324582328,818684.8453792654
175.32,27.48,27.48,836547.035079164,818684.8504183212,836547.035079164,818684.8504183212
175.33,27.59,27.59,836547.0377097636,818684.8554523357,836547.0377097636,818684.8554523357
175.34,27.72,27.72,836547.0403517791,818684.8604803677,836547.0403517791,818684.8604803677
175.35,27.84,27.84,836547.0430043194,818684.8655028554,836547.0430043194,818684.8655028554
175.36,28.08,28.08,836547.0456778755,818684.870514188,836547.0456778755,818684.870514188
175.37,28.19,28.19,836547.0483610476,818684.8755203782,836547.0483610476,818684.8755203782
175.38,28.29,28.29,836547.0510529511,818684.8805218785,836547.0510529511,818684.8805218785
175.39,28.39,28.39,836547.0537535801,818684.8855186729,836547.0537535801,818684.8855186729
175.4,28.49,28.49,836547.0564629263,818684.890510747,836547.0564629263,818684.890510747
175.41,28.69,28.69,836547.059189683,818684.8954933322,836547.059189683,818684.8954933322
175.42,28.77,28.77,836547.0619233935,818684.9004721062,836547.0619233935,818684.9004721062
175.43,28.84,28.84,836547.0646631836,818684.9054475354,836547.0646631836,818684.9054475354
175.45,28.89,28.89,836547.0701514469,818684.9153936091,836547.0701514469,818684.9153936091
175.46,28.92,28.92,836547.072898183,818684.9203652089,836547.072898183,818684.9203652089
175.46,28.93,28.93,836547.0756457855,818684.925336328,836547.0756457855,818684.925336328
175.47,28.93,28.93,836547.0783933881,818684.9303074471,836547.0783933881,818684.9303074471
175.48,28.93,28.93,836547.0811409906,818684.9352785661,836547.0811409906,818684.9352785661
175.49,28.91,28.91,836547.0838868582,818684.9402506446,836547.0838868582,818684.9402506446
175.5,28.9,28.9,836547.0866318573,818684.9452232018,836547.0866318573,818684.9452232018
175.51,28.88,28.88,836547.0893751214,818684.9501967183,836547.0893751214,818684.9501967183
175.52,28.87,28.87,836547.092117517,818684.9551707135,836547.092117517,818684.9551707135
175.53,28.85,28.85,836547.0948581756,818684.9601456661,836547.0948581756,818684.9601456661
175.54,28.84,28.84,836547.0975979657,818684.9651210953,836547.0975979657,818684.9651210953
175.55,28.81,28.81,836547.1003351504,818684.9700979586,836547.1003351504,818684.9700979586
175.56,28.78,28.78,836547.1030697295,818684.9750762539,836547.1030697295,818684.9750762539
175.57,28.72,28.72,836547.1057990936,818684.9800574112,836547.1057990936,818684.9800574112
175.58,28.69,28.69,836547.1085258502,818684.9850399964,836547.1085258502,818684.9850399964
175.59,28.65,28.65,836547.1112491267,818684.9900244843,836547.1112491267,818684.9900244843
175.6,28.62,28.62,836547.1139697938,818684.9950103982,836547.1139697938,818684.9950103982
175.61,28.57,28.57,836547.1166861082,818684.9999986832,836547.1166861082,818684.9999986832
175.62,28.47,28.47,836547.1193937113,818685.0049917026,836547.1193937113,818685.0049917026
175.63,28.42,28.42,836547.1220969579,818685.0099870831,836547.1220969579,818685.0099870831
175.65,28.38,28.38,836547.1274964727,818685.0199816149,836547.1274964727,818685.0199816149
175.65,28.33,28.33,836547.1301918684,818685.0249812349,836547.1301918684,818685.0249812349
175.66,28.28,28.28,836547.1328828995,818685.0299832058,836547.1328828995,818685.0299832058
175.67,28.23,28.23,836547.1355695658,818685.0349875217,836547.1355695658,818685.0349875217
175.68,28.21,28.21,836547.138254485,818685.0399927748,836547.138254485,818685.0399927748
175.69,28.15,28.15,836547.1409341609,818685.0450008373,836547.1409341609,818685.0450008373
175.7,28.11,28.11,836547.1436103386,818685.0500107702,836547.1436103386,818685.0500107702
175.71,28.09,28.09,836547.1462847692,818685.0550216362,836547.1462847692,818685.0550216362
175.72,28.07,28.07,836547.1489574487,818685.0600334354,836547.1489574487,818685.0600334354
175.73,28.0,28.0,836547.1516240041,818685.0650484964,836547.1516240041,818685.0650484964
175.74,27.95,27.95,836547.1542861828,818685.0700658822,836547.1542861828,818685.0700658822
175.75,27.89,27.89,836547.1569431041,818685.0750860532,836547.1569431041,818685.0750860532
175.76,27.84,27.84,836547.1595956446,818685.080108541,836547.1595956446,818685.080108541
175.77,27.81,27.81,836547.1622455552,818685.0851324162,836547.1622455552,818685.0851324162
175.78,27.77,27.77,836547.1648919575,818685.0901581416,836547.1648919575,818685.0901581416
175.79,27.77,27.77,836547.1675383599,818685.0951838669,836547.1675383599,818685.0951838669
175.8,27.78,27.78,836547.1701856388,818685.1002091299,836547.1701856388,818685.1002091299
175.81,27.77,27.77,836547.1728320412,818685.1052348552,836547.1728320412,818685.1052348552
175.82,27.76,27.76,836547.1754775669,818685.1102610411,836547.1754775669,818685.1102610411
175.83,27.74,27.74,836547.1781213376,818685.11528815,836547.1781213376,818685.11528815
175.84,27.74,27.74,836547.1807651081,818685.120315259,836547.1807651081,818685.120315259
175.85,27.75,27.75,836547.1834097552,818685.1253419074,836547.1834097552,818685.1253419074
175.86,27.78,27.78,836547.1860570342,818685.1303671702,836547.1860570342,818685.1303671702
175.87,27.8,27.8,836547.1887060683,818685.135391508,836547.1887060683,818685.135391508
175.88,27.84,27.84,836547.1913586087,818685.1404139957,836547.1913586087,818685.1404139957
175.89,27.85,27.85,836547.1940120257,818685.1454360209,836547.1940120257,818685.1454360209
175.9,27.87,27.87,836547.1966671958,818685.150457119,836547.1966671958,818685.150457119
175.91,27.88,27.88,836547.1993232425,818685.1554777545,836547.1993232425,818685.1554777545
175.92,27.88,27.88,836547.2019792892,818685.1604983902,836547.2019792892,818685.1604983902
175.93,27.85,27.85,836547.2046327062,818685.1655204153,836547.2046327062,818685.1655204153
175.94,27.82,27.82,836547.2072834935,818685.170543828,836547.2072834935,818685.170543828
175.95,27.77,27.77,836547.2099298958,818685.1755695535,836547.2099298958,818685.1755695535
175.96,27.72,27.72,836547.2125719112,818685.1805975854,836547.2125719112,818685.1805975854
175.97,27.66,27.66,836547.2152086591,818685.1856283825,836547.2152086591,818685.1856283825
175.98,27.6,27.6,836547.2178401374,818685.1906619364,836547.2178401374,818685.1906619364
175.99,27.43,27.43,836547.2204566695,818685.1957032767,836547.2204566695,818685.1957032767
176.0,27.34,27.34,836547.22306528,818685.2007487209,836547.22306528,818685.2007487209
176.01,27.26,27.26,836547.2256668436,818685.2057978029,836547.2256668436,818685.2057978029
176.02,27.21,27.21,836547.2282640002,818685.210849153,836547.2282640002,818685.210849153
176.03,27.18,27.18,836547.2308585107,818685.2159018624,836547.2308585107,818685.2159018624
176.04,27.18,27.18,836547.2334530213,818685.2209545719,836547.2334530213,818685.2209545719
176.05,27.24,27.24,836547.2360528216,818685.2260045606,836547.2360528216,818685.2260045606
176.06,27.31,27.31,836547.2386587904,818685.2310513703,836547.2386587904,818685.2310513703
176.07,27.35,27.35,836547.2412682816,818685.2360963601,836547.2412682816,818685.2360963601
176.08,27.37,27.37,836547.243879534,818685.2411404371,836547.243879534,818685.2411404371
176.09,27.35,27.35,836547.2464890252,818685.2461854271,836547.2464890252,818685.2461854271
176.1,27.32,27.32,836547.2490958745,818685.2512317823,836547.2490958745,818685.2512317823
176.11,27.26,27.26,836547.2516974381,818685.2562808641,836547.2516974381,818685.2562808641
176.12,27.18,27.18,836547.2542919486,818685.2613335736,836547.2542919486,818685.2613335736
176.13,27.1,27.1,836547.2568794022,818685.2663899004,836547.2568794022,818685.2663899004
176.14,26.95,26.95,836547.2594536082,818685.2714529834,836547.2594536082,818685.2714529834
176.15,26.89,26.89,836547.2620225121,818685.2765187606,836547.2620225121,818685.2765187606
176.16,26.84,26.84,836547.2645869929,818685.2815867778,836547.2645869929,818685.2815867778
176.17,26.78,26.78,836547.2671461657,818685.2866574773,836547.2671461657,818685.2866574773
176.18,26.73,26.73,836547.2697009133,818685.2917304086,836547.2697009133,818685.2917304086
176.19,26.62,26.62,836547.2722459155,818685.2968082337,836547.2722459155,818685.2968082337
176.2,26.57,26.57,836547.2747864863,818685.3018882786,836547.2747864863,818685.3018882786
176.21,26.54,26.54,836547.277324397,818685.3069696525,836547.277324397,818685.3069696525
176.22,26.51,26.51,836547.2798596458,818685.3120523554,836547.2798596458,818685.3120523554
176.23,26.51,26.51,836547.2823948945,818685.3171350582,836547.2823948945,818685.3171350582
176.24,26.52,26.52,836547.284931032,818685.3222173188,836547.284931032,818685.3222173188
176.25,26.57,26.57,836547.2874716028,818685.3272973638,836547.2874716028,818685.3272973638
176.26,26.6,26.6,836547.2900148336,818685.3323760775,836547.2900148336,818685.3323760775
176.27,26.62,26.62,836547.2925598357,818685.3374539027,836547.2925598357,818685.3374539027
176.28,26.64,26.64,836547.2951066113,818685.3425308393,836547.2951066113,818685.3425308393
176.29,26.66,26.66,836547.2976551581,818685.347606887,836547.2976551581,818685.347606887
176.3,26.72,26.72,836547.300209019,818685.3526802626,836547.300209019,818685.3526802626
176.31,26.77,26.77,836547.3027673071,818685.3577514085,836547.3027673071,818685.3577514085
176.32,26.84,26.84,836547.3053317879,818685.3628194256,836547.3053317879,818685.3628194256
176.33,26.93,26.93,836547.3079042266,818685.3678834074,836547.3079042266,818685.3678834074
176.34,27.04,27.04,836547.3104863843,818685.3729424407,836547.3104863843,818685.3729424407
176.35,27.26,27.26,836547.3130879479,818685.3779915225,836547.3130879479,818685.3779915225
176.36,27.38,27.38,836547.315700081,818685.3830351451,836547.315700081,818685.3830351451
176.37,27.49,27.49,836547.3183218907,818685.3880737424,836547.3183218907,818685.3880737424
176.38,27.6,27.6,836547.3209533689,818685.3931072964,836547.3209533689,818685.3931072964
176.39,27.7,27.7,836547.3235936292,818685.3981362514,836547.3235936292,818685.3981362514
176.4,27.93,27.93,836547.3262540548,818685.4031545663,836547.3262540548,818685.4031545663
176.41,28.06,28.06,836547.3289258596,818685.4081668319,836547.3289258596,818685.4081668319
176.42,28.21,28.21,836547.3316107788,818685.4131720851,836547.3316107788,818685.4131720851
176.43,28.37,28.37,836547.3343096648,818685.4181698225,836547.3343096648,818685.4181698225
176.44,28.53,28.53,836547.3370224951,818685.4231600042,836547.3370224951,818685.4231600042
176.45,28.83,28.83,836547.3397614167,818685.428135912,836547.3397614167,818685.428135912
176.46,28.96,28.96,836547.3425116227,818685.4331055931,836547.3425116227,818685.4331055931
176.47,29.09,29.09,836547.345273097,818685.4380690209,836547.345273097,818685.4380690209
176.48,29.22,29.22,836547.3480458254,818685.4430261713,836547.3480458254,818685.4430261713
176.49,29.33,29.33,836547.3508280648,818685.4479779875,836547.3508280648,818685.4479779875
176.5,29.36,29.36,836547.3536128977,818685.4529283475,836547.3536128977,818685.4529283475
176.51,29.27,29.27,836547.3563899505,818685.4578830762,836547.3563899505,818685.4578830762
176.52,29.22,29.22,836547.3591626788,818685.4628402266,836547.3591626788,818685.4628402266
176.53,29.18,29.18,836547.3619319454,818685.4677993099,836547.3619319454,818685.4677993099
176.54,29.15,29.15,836547.3646986166,818685.4727598433,836547.3646986166,818685.4727598433
176.55,29.12,29.12,836547.3674626882,818685.477721825,836547.3674626882,818685.477721825
176.56,29.04,29.04,836547.3702198302,818685.4826876604,836547.3702198302,818685.4826876604
176.57,29.02,29.02,836547.3729752391,818685.4876544592,836547.3729752391,818685.4876544592
176.58,29.04,29.04,836547.375732381,818685.4926202946,836547.375732381,818685.4926202946
176.59,29.07,29.07,836547.3784921223,818685.4975846858,836547.3784921223,818685.4975846858
176.6,29.1,29.1,836547.3812544631,818685.5025476309,836547.3812544631,818685.5025476309
176.61,29.17,29.17,836547.3840228652,818685.507507199,836547.3840228652,818685.507507199
176.62,29.21,29.21,836547.3867947292,818685.5124648322,836547.3867947292,818685.5124648322
176.63,29.24,29.24,836547.3895691885,818685.517421013,836547.3895691885,818685.517421013
176.64,29.27,29.27,836547.3923462412,818685.5223757417,836547.3923462412,818685.5223757417
176.65,29.28,29.28,836547.3951241584,818685.5273299856,836547.3951241584,818685.5273299856
176.66,29.28,29.28,836547.3979020756,818685.5322842296,836547.3979020756,818685.5322842296
176.67,29.27,29.27,836547.4006791282,818685.5372389583,836547.4006791282,818685.5372389583
176.68,29.23,29.23,836547.4034527211,818685.542195624,836547.4034527211,818685.542195624
176.69,29.18,29.18,836547.4062219877,818685.5471547074,836547.4062219877,818685.5471547074
176.7,29.1,29.1,836547.4089843284,818685.5521176524,836547.4089843284,818685.5521176524
176.71,28.95,28.95,836547.411733666,818685.5570878121,836547.411733666,818685.5570878121
