Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
176.72,28.87,28.87,836547.4144760616,818685.5620618074,836547.4144760616,818685.5620618074
176.73,28.82,28.82,836547.4172141147,818685.5670381939,836547.4172141147,818685.5670381939
176.74,28.83,28.83,836547.4199530364,818685.5720141019,836547.4199530364,818685.5720141019
176.75,28.85,28.85,836547.4226936949,818685.5769890544,836547.4226936949,818685.5769890544
176.76,28.85,28.85,836547.4254343535,818685.581964007,836547.4254343535,818685.581964007
176.78,28.8,28.8,836547.4309069858,818685.591918689,836547.4309069858,818685.591918689
176.78,28.75,28.75,836547.4336389574,818685.5968984163,836547.4336389574,818685.5968984163
176.79,28.7,28.7,836547.4363665825,818685.6018805249,836547.4363665825,818685.6018805249
176.8,28.63,28.63,836547.439088118,818685.606865964,836547.439088118,818685.606865964
176.81,28.57,28.57,836547.4418044324,818685.6118542491,836547.4418044324,818685.6118542491
176.82,28.45,28.45,836547.4445102925,818685.6168482137,836547.4445102925,818685.6168482137
176.83,28.4,28.4,836547.447211794,818685.6218445374,836547.447211794,818685.6218445374
176.84,28.34,28.34,836547.4499080622,818685.6268436868,836547.4499080622,818685.6268436868
176.85,28.28,28.28,836547.4525990933,818685.6318456577,836547.4525990933,818685.6318456577
176.86,28.23,28.23,836547.4552857596,818685.6368499736,836547.4552857596,818685.6368499736
176.87,28.1,28.1,836547.4579610648,818685.6418603731,836547.4579610648,818685.6418603731
176.88,28.03,28.03,836547.460630246,818685.6468740364,836547.460630246,818685.6468740364
176.89,27.95,27.95,836547.4632924247,818685.6518914222,836547.4632924247,818685.6518914222
176.9,27.89,27.89,836547.465949346,818685.6569115933,836547.465949346,818685.6569115933
176.91,27.83,27.83,836547.4686010098,818685.6619345434,836547.4686010098,818685.6619345434
176.92,27.72,27.72,836547.4712430253,818685.6669625754,836547.4712430253,818685.6669625754
176.93,27.67,27.67,836547.4738806516,818685.671992912,836547.4738806516,818685.671992912
176.94,27.61,27.61,836547.4765130086,818685.6770260074,836547.4765130086,818685.6770260074
176.95,27.57,27.57,836547.4791418511,818685.6820609389,836547.4791418511,818685.6820609389
176.96,27.53,27.53,836547.4817671792,818685.6870977043,836547.4817671792,818685.6870977043
176.97,27.48,27.48,836547.4843881103,818685.6921367601,836547.4843881103,818685.6921367601
176.98,27.46,27.46,836547.4870072823,818685.6971767289,836547.4870072823,818685.6971767289
176.99,27.44,27.44,836547.4896246949,818685.7022176125,836547.4896246949,818685.7022176125
177.0,27.43,27.43,836547.4922412271,818685.7072589528,836547.4922412271,818685.7072589528
177.01,27.42,27.42,836547.4948568805,818685.7123007494,836547.4948568805,818685.7123007494
177.02,27.41,27.41,836547.4974716534,818685.7173430024,836547.4974716534,818685.7173430024
177.03,27.45,27.45,836547.5000899447,818685.7223834298,836547.5000899447,818685.7223834298
177.04,27.49,27.49,836547.5027117544,818685.727422027,836547.5027117544,818685.727422027
177.05,27.56,27.56,836547.5053397183,818685.732457417,836547.5053397183,818685.732457417
177.06,27.66,27.66,836547.5079764662,818685.737488214,836547.5079764662,818685.737488214
177.07,27.77,27.77,836547.5106228685,818685.7425139394,836547.5106228685,818685.7425139394
177.08,28.0,28.0,836547.513289424,818685.7475290004,836547.513289424,818685.7475290004
177.09,28.11,28.11,836547.5159656018,818685.7525389333,836547.5159656018,818685.7525389333
177.1,28.22,28.22,836547.5186513935,818685.7575437177,836547.5186513935,818685.7575437177
177.11,28.32,28.32,836547.5213459167,818685.7625438083,836547.5213459167,818685.7625438083
177.12,28.42,28.42,836547.5240491632,818685.7675391888,836547.5240491632,818685.7675391888
177.13,28.66,28.66,836547.5267733103,818685.772523202,836547.5267733103,818685.772523202
177.14,28.78,28.78,836547.5295078894,818685.7775014973,836547.5295078894,818685.7775014973
177.15,28.87,28.87,836547.532250285,818685.7824754926,836547.532250285,818685.7824754926
177.16,28.88,28.88,836547.5349935491,818685.7874490091,836547.5349935491,818685.7874490091
177.17,28.87,28.87,836547.5377359447,818685.7924230043,836547.5377359447,818685.7924230043
177.18,28.89,28.89,836547.5404800753,818685.7973960422,836547.5404800753,818685.7973960422
177.19,28.94,28.94,836547.5432285464,818685.8023666826,836547.5432285464,818685.8023666826
177.2,29.05,29.05,836547.5459865547,818685.8073320372,836547.5459865547,818685.8073320372
177.21,29.18,29.18,836547.5487558213,818685.8122911205,836547.5487558213,818685.8122911205
177.22,29.32,29.32,836547.5515371984,818685.8172434235,836547.5515371984,818685.8172434235
177.23,29.44,29.44,836547.5543289408,818685.8221898894,836547.5543289408,818685.8221898894
177.24,29.64,29.64,836547.557137932,818685.8271265816,836547.557137932,818685.8271265816
177.25,29.72,29.72,836547.5599538147,818685.8320593453,836547.5599538147,818685.8320593453
177.26,29.8,29.8,836547.5627765807,818685.8369881726,836547.5627765807,818685.8369881726
177.27,29.87,29.87,836547.5656053677,818685.8419135481,836547.5656053677,818685.8419135481
177.28,29.93,29.93,836547.568439309,818685.8468359585,836547.568439309,818685.8468359585
177.29,30.04,30.04,836547.5712826968,818685.8517529197,836547.5712826968,818685.8517529197
177.3,30.07,30.07,836547.5741286577,818685.8566683903,836547.5741286577,818685.8566683903
177.31,30.09,30.09,836547.5769763355,818685.8615828671,836547.5769763355,818685.8615828671
177.32,30.09,30.09,836547.5798240133,818685.866497344,836547.5798240133,818685.866497344
177.33,30.1,30.1,836547.5826725474,818685.871411324,836547.5826725474,818685.871411324
177.34,30.16,30.16,836547.5855262259,818685.8763223188,836547.5855262259,818685.8763223188
177.35,30.19,30.19,836547.5883824755,818685.8812318189,836547.5883824755,818685.8812318189
177.36,30.21,30.21,836547.59124044,818685.8861403213,836547.59124044,818685.8861403213
177.37,30.23,30.23,836547.5941001171,818685.8910478259,836547.5941001171,818685.8910478259
177.38,30.22,30.22,836547.5969589379,818685.8959558294,836547.5969589379,818685.8959558294
177.39,30.18,30.18,836547.5998143313,818685.9008658285,836547.5998143313,818685.9008658285
177.4,30.13,30.13,836547.6026654385,818685.9057783158,836547.6026654385,818685.9057783158
177.41,30.05,30.05,836547.6055096848,818685.9106947802,836547.6055096848,818685.9106947802
177.42,29.94,29.94,836547.6083444866,818685.9156166958,836547.6083444866,818685.9156166958
177.43,29.83,29.83,836547.6111698338,818685.9205440446,836547.6111698338,818685.9205440446
177.44,29.61,29.61,836547.6139762397,818685.9254822051,836547.6139762397,818685.9254822051
177.45,29.51,29.51,836547.6167740233,818685.9304252577,836547.6167740233,818685.9304252577
177.46,29.41,29.41,836547.6195631744,818685.9353731858,836547.6195631744,818685.9353731858
177.47,29.33,29.33,836547.6223454139,818685.940325002,836547.6223454139,818685.940325002
177.48,29.25,29.25,836547.6251207377,818685.9452806981,836547.6251207377,818685.9452806981
177.49,29.18,29.18,836547.6278900042,818685.9502397815,836547.6278900042,818685.9502397815
177.5,29.03,29.03,836547.6306462797,818685.9552060976,836547.6306462797,818685.9552060976
177.51,28.95,28.95,836547.6333956171,818685.9601762572,836547.6333956171,818685.9601762572
177.52,28.86,28.86,836547.6361371443,818685.9651507312,836547.6361371443,818685.9651507312
177.53,28.77,28.77,836547.6388708549,818685.9701295051,836547.6388708549,818685.9701295051
177.54,28.68,28.68,836547.6415967409,818685.9751125671,836547.6415967409,818685.9751125671
177.55,28.51,28.51,836547.6443078303,818685.9801036939,836547.6443078303,818685.9801036939
177.56,28.44,28.44,836547.6470128199,818685.9850981291,836547.6470128199,818685.9850981291
177.57,28.39,28.39,836547.6497134488,818685.9900949234,836547.6497134488,818685.9900949234
177.58,28.35,28.35,836547.6524105896,818685.9950936022,836547.6524105896,818685.9950936022
177.59,28.32,28.32,836547.6551051128,818686.0000936927,836547.6551051128,818686.0000936927
177.6,28.28,28.28,836547.6577961438,818686.0050956637,836547.6577961438,818686.0050956637
177.61,28.26,28.26,836547.6604854298,818686.0100985718,836547.6604854298,818686.0100985718
177.62,28.23,28.23,836547.6631720961,818686.0151028876,836547.6631720961,818686.0151028876
177.63,28.2,28.2,836547.6658561408,818686.0201086093,836547.6658561408,818686.0201086093
177.64,28.17,28.17,836547.6685375638,818686.0251157368,836547.6685375638,818686.0251157368
177.65,28.14,28.14,836547.6712163651,818686.0301242679,836547.6712163651,818686.0301242679
177.66,28.14,28.14,836547.6738951665,818686.0351327991,836547.6738951665,818686.0351327991
177.67,28.16,28.16,836547.6765757169,818686.040140395,836547.6765757169,818686.040140395
177.68,28.2,28.2,836547.6792597616,818686.0451461166,836547.6792597616,818686.0451461166
177.69,28.25,28.25,836547.681948173,818686.0501494955,836547.681948173,818686.0501494955
177.7,28.38,28.38,836547.6846479314,818686.0551467603,836547.6846479314,818686.0551467603
177.71,28.44,28.44,836547.687352921,818686.0601411955,836547.687352921,818686.0601411955
177.72,28.5,28.5,836547.6900631398,818686.065132795,836547.6900631398,818686.065132795
177.73,28.56,28.56,836547.6927785837,818686.0701215547,836547.6927785837,818686.0701215547
177.74,28.6,28.6,836547.6954975097,818686.0751084179,836547.6954975097,818686.0751084179
177.75,28.65,28.65,836547.6982207862,818686.0800929057,836547.6982207862,818686.0800929057
177.76,28.75,28.75,836547.7009527578,818686.085072633,836547.7009527578,818686.085072633
177.77,28.82,28.82,836547.703690811,818686.0900490197,836547.703690811,818686.0900490197
177.78,28.88,28.88,836547.706434075,818686.0950225362,836547.706434075,818686.0950225362
177.79,28.95,28.95,836547.7091834126,818686.0999926958,836547.7091834126,818686.0999926958
177.8,29.0,29.0,836547.7119370865,818686.1049604561,836547.7119370865,818686.1049604561
177.81,29.07,29.07,836547.7146968279,818686.1099248474,836547.7146968279,818686.1099248474
177.82,29.09,29.09,836547.7174583022,818686.1148882752,836547.7174583022,818686.1148882752
177.83,29.11,29.11,836547.7202215095,818686.1198507395,836547.7202215095,818686.1198507395
177.84,29.11,29.11,836547.7229847166,818686.1248132039,836547.7229847166,818686.1248132039
177.85,29.1,29.1,836547.7257470575,818686.129776149,836547.7257470575,818686.129776149
177.86,29.08,29.08,836547.7285076652,818686.1347400596,836547.7285076652,818686.1347400596
177.87,29.07,29.07,836547.7312674066,818686.1397044508,836547.7312674066,818686.1397044508
177.88,29.06,29.06,836547.7340262814,818686.1446693247,836547.7340262814,818686.1446693247
177.89,29.06,29.06,836547.7367851563,818686.1496341988,836547.7367851563,818686.1496341988
177.9,29.06,29.06,836547.7395440311,818686.1545990728,836547.7395440311,818686.1545990728
177.91,29.07,29.07,836547.7423037725,818686.159563464,836547.7423037725,818686.159563464
177.92,29.08,29.08,836547.7450643802,818686.1645273746,836547.7450643802,818686.1645273746
177.93,29.1,29.1,836547.747826721,818686.1694903197,836547.747826721,818686.1694903197
177.94,29.12,29.12,836547.7505907927,818686.1744523013,836547.7505907927,818686.1744523013
177.95,29.12,29.12,836547.7533548644,818686.179414283,836547.7533548644,818686.179414283
177.96,29.06,29.06,836547.7561137393,818686.1843791569,836547.7561137393,818686.1843791569
177.97,28.99,28.99,836547.7588665468,818686.1893473979,836547.7588665468,818686.1893473979
177.98,28.85,28.85,836547.7616072054,818686.1943223504,836547.7616072054,818686.1943223504
177.99,28.75,28.75,836547.764339177,818686.1993020778,836547.764339177,818686.1993020778
178.0,28.76,28.76,836547.7670720172,818686.2042813284,836547.7670720172,818686.2042813284
178.01,28.87,28.87,836547.7698144128,818686.2092553236,836547.7698144128,818686.2092553236
178.02,29.1,29.1,836547.7725767535,818686.2142182688,836547.7725767535,818686.2142182688
178.03,29.18,29.18,836547.7753460201,818686.219177352,836547.7753460201,818686.219177352
178.04,29.21,29.21,836547.7781178841,818686.2241349851,836547.7781178841,818686.2241349851
178.05,29.2,29.2,836547.7808888815,818686.229093103,836547.7808888815,818686.229093103
178.06,29.16,29.16,836547.783656417,818686.2340531538,836547.783656417,818686.2340531538
178.08,29.06,29.06,836547.7891741669,818686.2439828997,836547.7891741669,818686.2439828997
178.09,29.02,29.02,836547.7919295757,818686.2489496985,836547.7919295757,818686.2489496985
178.09,29.0,29.0,836547.7946832497,818686.2539174587,836547.7946832497,818686.2539174587
178.1,29.01,29.01,836547.7974377902,818686.2588847382,836547.7974377902,818686.2588847382
178.11,29.04,29.04,836547.800194932,818686.2638505736,836547.800194932,818686.2638505736
178.13,29.1,29.1,836547.8057196116,818686.2737764658,836547.8057196116,818686.2737764658
178.13,29.12,29.12,836547.8084836833,818686.2787384475,836547.8084836833,818686.2787384475
178.14,29.11,29.11,836547.8112468906,818686.2837009119,836547.8112468906,818686.2837009119
178.16,29.09,29.09,836547.8167698391,818686.2936277675,836547.8167698391,818686.2936277675
178.16,29.07,29.07,836547.8195295804,818686.2985921587,836547.8195295804,818686.2985921587
178.17,29.03,29.03,836547.8222858559,818686.3035584749,836547.8222858559,818686.3035584749
178.18,29.03,29.03,836547.8250421312,818686.3085247909,836547.8250421312,818686.3085247909
178.19,29.03,29.03,836547.8277984067,818686.313491107,836547.8277984067,818686.313491107
178.2,29.04,29.04,836547.8305555487,818686.3184569423,836547.8305555487,818686.3184569423
178.21,29.04,29.04,836547.8333126905,818686.3234227777,836547.8333126905,818686.3234227777
178.22,29.03,29.03,836547.836068966,818686.3283890939,836547.836068966,818686.3283890939
178.23,29.02,29.02,836547.8388243748,818686.3333558927,836547.8388243748,818686.3333558927
178.24,29.02,29.02,836547.8415797838,818686.3383226914,836547.8415797838,818686.3383226914
178.25,29.02,29.02,836547.8443351928,818686.3432894902,836547.8443351928,818686.3432894902
178.26,29.02,29.02,836547.8470906017,818686.348256289,836547.8470906017,818686.348256289
178.27,29.01,29.01,836547.8498451421,818686.3532235685,836547.8498451421,818686.3532235685
178.28,28.99,28.99,836547.8525979497,818686.3581918095,836547.8525979497,818686.3581918095
178.29,28.99,28.99,836547.8553507571,818686.3631600504,836547.8553507571,818686.3631600504
178.3,28.98,28.98,836547.8581026961,818686.36812877,836547.8581026961,818686.36812877
178.32,28.98,28.98,836547.8636065761,818686.3780662112,836547.8636065761,818686.3780662112
178.32,28.99,28.99,836547.8663593836,818686.3830344521,836547.8663593836,818686.3830344521
178.33,28.99,28.99,836547.8691121911,818686.3880026931,836547.8691121911,818686.3880026931
178.34,29.0,29.0,836547.8718658651,818686.3929704532,836547.8718658651,818686.3929704532
178.35,28.99,28.99,836547.8746186725,818686.3979386941,836547.8746186725,818686.3979386941
178.36,28.99,28.99,836547.87737148,818686.4029069351,836547.87737148,818686.4029069351
178.37,29.0,29.0,836547.880125154,818686.4078746953,836547.880125154,818686.4078746953
178.39,29.0,29.0,836547.8856325019,818686.4178102136,836547.8856325019,818686.4178102136
178.4,29.01,29.01,836547.8883870423,818686.4227774933,836547.8883870423,818686.4227774933
178.4,29.02,29.02,836547.8911424513,818686.427744292,836547.8911424513,818686.427744292
178.42,29.02,29.02,836547.8966532672,818686.4376778876,836547.8966532672,818686.4376778876
178.42,29.03,29.03,836547.8994095426,818686.4426442037,836547.8994095426,818686.4426442037
178.43,29.05,29.05,836547.902167551,818686.4476095584,836547.902167551,818686.4476095584
178.44,29.05,29.05,836547.9049255594,818686.452574913,836547.9049255594,818686.452574913
178.45,29.06,29.06,836547.9076844342,818686.4575397869,836547.9076844342,818686.4575397869
178.46,29.06,29.06,836547.9104433091,818686.462504661,836547.9104433091,818686.462504661
178.48,29.06,29.06,836547.9159610588,818686.4724344069,836547.9159610588,818686.4724344069
178.48,29.06,29.06,836547.9187199336,818686.4773992809,836547.9187199336,818686.4773992809
178.5,29.06,29.06,836547.9242376834,818686.4873290268,836547.9242376834,818686.4873290268
178.5,29.07,29.07,836547.9269974247,818686.492293418,836547.9269974247,818686.492293418
178.51,29.06,29.06,836547.9297562996,818686.4972582919,836547.9297562996,818686.4972582919
